Overall Qual,Lot Area,Sqft,Has Basement,Garage Cars,Year Built,Total Rooms,Bedrooms,Bathrooms,Fireplaces,Neighborhood,SalePrice
6.0,9638.0,3251.0,0,1.0,1919.0,10.0,4.0,2.0,1.0,SWISU,169000.0
7.0,10452.0,3661.0,1,1.0,1941.0,8.0,4.0,3.0,2.0,Crawfor,257500.0
5.0,15600.0,3209.0,1,2.0,1950.0,11.0,5.0,3.0,0.0,Crawfor,215000.0
7.0,9042.0,3492.0,1,1.0,1941.0,9.0,4.0,2.0,2.0,Crawfor,266500.0
7.0,17500.0,3804.0,1,2.0,1959.0,7.0,3.0,3.0,2.0,Crawfor,335000.0
7.0,19645.0,2075.0,1,2.0,1994.0,6.0,3.0,4.0,0.0,Crawfor,203135.0
8.0,3907.0,2016.0,1,2.0,1989.0,4.0,1.0,2.0,1.0,Blueste,185000.0
8.0,3907.0,2382.0,1,2.0,1989.0,5.0,2.0,2.0,1.0,Blueste,162500.0
7.0,15602.0,3302.0,1,2.0,1959.0,6.0,1.0,3.0,2.0,Crawfor,289000.0
4.0,5436.0,1950.0,1,1.0,1922.0,7.0,3.0,2.0,0.0,IDOTRR,125500.0
2.0,8154.0,1020.0,1,1.0,1941.0,4.0,1.0,1.0,0.0,IDOTRR,82000.0
6.0,9140.0,1736.0,1,1.0,1921.0,5.0,2.0,1.0,0.0,IDOTRR,110000.0
4.0,7500.0,1826.0,0,2.0,1920.0,6.0,2.0,1.0,0.0,IDOTRR,68400.0
4.0,8712.0,2037.0,0,1.0,1900.0,7.0,2.0,1.0,0.0,IDOTRR,102776.0
5.0,8712.0,1584.0,0,2.0,1952.0,4.0,2.0,1.0,0.0,IDOTRR,55993.0
4.0,8712.0,1708.0,0,1.0,1896.0,5.0,3.0,1.0,0.0,IDOTRR,50138.0
8.0,3811.0,3240.0,1,2.0,2004.0,5.0,2.0,4.0,1.0,Crawfor,246000.0
8.0,11050.0,2965.0,1,3.0,1998.0,8.0,3.0,4.0,1.0,Mitchel,254900.0
6.0,9620.0,2528.0,1,2.0,1977.0,6.0,3.0,3.0,1.0,Mitchel,190000.0
7.0,9196.0,3120.0,0,2.0,2003.0,7.0,3.0,2.0,0.0,Mitchel,201000.0
6.0,12328.0,2046.0,1,3.0,1976.0,6.0,3.0,2.0,0.0,Mitchel,169900.0
6.0,12760.0,4006.0,0,2.0,1976.0,9.0,5.0,3.0,0.0,Mitchel,170000.0
5.0,57200.0,2434.0,1,2.0,1948.0,7.0,3.0,2.0,2.0,Timber,160000.0
7.0,11896.0,2682.0,1,3.0,2008.0,6.0,3.0,3.0,1.0,Timber,220000.0
7.0,9803.0,2428.0,0,2.0,2009.0,6.0,2.0,2.0,0.0,Timber,179781.0
5.0,9802.0,1828.0,0,2.0,2006.0,7.0,3.0,3.0,0.0,Timber,174000.0
8.0,12003.0,2742.0,0,3.0,2009.0,8.0,4.0,3.0,1.0,Timber,269500.0
7.0,11316.0,2711.0,1,2.0,2002.0,8.0,4.0,4.0,1.0,Timber,214900.0
8.0,14191.0,2875.0,0,2.0,2002.0,9.0,4.0,3.0,0.0,Timber,202900.0
9.0,13214.0,4020.0,0,3.0,2008.0,10.0,3.0,2.0,1.0,Timber,378500.0
5.0,15300.0,2332.0,1,2.0,1965.0,7.0,2.0,2.0,1.0,Mitchel,169000.0
5.0,10114.0,2860.0,0,2.0,2004.0,7.0,3.0,2.0,0.0,Mitchel,173500.0
5.0,11875.0,2688.0,0,2.0,1999.0,7.0,3.0,2.0,1.0,Mitchel,166500.0
4.0,1974.0,1638.0,1,1.0,1973.0,6.0,3.0,2.0,0.0,MeadowV,83500.0
5.0,2394.0,1890.0,1,1.0,1973.0,5.0,2.0,3.0,1.0,MeadowV,119500.0
5.0,2592.0,1648.0,1,1.0,1976.0,4.0,3.0,2.0,0.0,MeadowV,85000.0
4.0,1890.0,1638.0,1,1.0,1972.0,5.0,3.0,2.0,0.0,MeadowV,85500.0
5.0,6953.0,1738.0,1,1.0,1971.0,5.0,3.0,1.0,0.0,Mitchel,130000.0
5.0,26142.0,2376.0,1,1.0,1962.0,6.0,3.0,1.0,0.0,Mitchel,157900.0
5.0,12887.0,1666.0,1,2.0,1984.0,5.0,2.0,2.0,0.0,Mitchel,149900.0
5.0,7700.0,3648.0,0,2.0,1985.0,10.0,4.0,6.0,0.0,Mitchel,159000.0
5.0,10475.0,1898.0,1,2.0,1991.0,6.0,3.0,2.0,0.0,Mitchel,136000.0
5.0,10544.0,2343.0,1,1.0,1969.0,8.0,5.0,2.0,0.0,Mitchel,161000.0
8.0,9892.0,3482.0,1,2.0,1994.0,6.0,3.0,5.0,2.0,Mitchel,285000.0
6.0,12961.0,2949.0,1,2.0,1993.0,7.0,3.0,4.0,1.0,Mitchel,231000.0
6.0,13008.0,1764.0,1,1.0,1956.0,5.0,2.0,1.0,0.0,NAmes,124500.0
6.0,10200.0,2868.0,1,2.0,1974.0,7.0,4.0,3.0,1.0,NAmes,157000.0
8.0,13860.0,4656.0,1,2.0,1972.0,9.0,4.0,4.0,3.0,NAmes,345000.0
6.0,10179.0,2553.0,1,2.0,1997.0,7.0,3.0,3.0,1.0,Gilbert,189500.0
8.0,11792.0,3291.0,1,3.0,2003.0,9.0,4.0,3.0,1.0,Gilbert,270000.0
7.0,8400.0,2012.0,1,2.0,1996.0,7.0,3.0,3.0,1.0,Gilbert,189000.0
9.0,14892.0,3492.0,1,3.0,2006.0,7.0,3.0,3.0,2.0,Gilbert,377500.0
7.0,8530.0,1858.0,0,2.0,1995.0,7.0,3.0,3.0,1.0,Gilbert,168500.0
8.0,7296.0,4730.0,1,2.0,2004.0,8.0,1.0,3.0,1.0,StoneBr,375000.0
8.0,5664.0,3160.0,1,2.0,2000.0,5.0,2.0,3.0,1.0,StoneBr,278000.0
8.0,7380.0,2896.0,1,2.0,1998.0,5.0,2.0,3.0,0.0,StoneBr,240000.0
8.0,8013.0,3321.0,1,2.0,1995.0,6.0,2.0,3.0,0.0,StoneBr,239500.0
7.0,8923.0,1766.0,1,2.0,1998.0,7.0,3.0,3.0,1.0,Gilbert,177500.0
7.0,10141.0,2550.0,0,2.0,1998.0,7.0,3.0,3.0,1.0,Gilbert,185000.0
6.0,7500.0,2588.0,1,2.0,1998.0,7.0,3.0,4.0,1.0,Gilbert,191000.0
6.0,7837.0,2370.0,0,2.0,1993.0,7.0,3.0,3.0,1.0,Gilbert,178000.0
6.0,9765.0,2150.0,1,2.0,1993.0,6.0,3.0,3.0,1.0,Gilbert,185000.0
6.0,8803.0,2223.0,1,2.0,1994.0,7.0,3.0,4.0,1.0,Gilbert,181316.0
6.0,7250.0,2371.0,0,2.0,1993.0,6.0,3.0,2.0,1.0,Gilbert,166000.0
6.0,9636.0,2401.0,0,2.0,1992.0,7.0,3.0,3.0,1.0,Gilbert,178000.0
6.0,8125.0,2183.0,0,2.0,1994.0,6.0,3.0,3.0,1.0,Gilbert,174000.0
6.0,9248.0,2325.0,1,2.0,1992.0,6.0,3.0,3.0,0.0,Gilbert,173000.0
7.0,10762.0,2961.0,1,2.0,1999.0,9.0,3.0,3.0,1.0,Gilbert,225000.0
7.0,11851.0,2866.0,0,2.0,1990.0,5.0,3.0,2.0,0.0,Gilbert,180500.0
8.0,5814.0,2580.0,1,2.0,1984.0,4.0,1.0,2.0,1.0,StoneBr,187500.0
9.0,17423.0,4450.0,1,3.0,2008.0,9.0,1.0,3.0,1.0,StoneBr,501837.0
8.0,11844.0,4092.0,0,3.0,2008.0,7.0,3.0,3.0,1.0,StoneBr,372500.0
7.0,16158.0,3060.0,1,2.0,2005.0,7.0,3.0,3.0,1.0,StoneBr,260000.0
5.0,11900.0,3056.0,1,2.0,1977.0,6.0,3.0,4.0,1.0,Gilbert,185000.0
7.0,13005.0,3198.0,1,2.0,1980.0,10.0,4.0,4.0,1.0,NWAmes,260000.0
6.0,17043.0,2948.0,0,2.0,1979.0,7.0,3.0,2.0,1.0,NWAmes,181000.0
7.0,11900.0,2797.0,1,2.0,1977.0,6.0,3.0,2.0,1.0,NWAmes,82500.0
6.0,16635.0,3204.0,1,2.0,1977.0,8.0,3.0,3.0,1.0,NWAmes,215000.0
7.0,13250.0,2882.0,0,2.0,1978.0,8.0,4.0,3.0,1.0,NWAmes,154000.0
6.0,10928.0,3098.0,1,2.0,1978.0,7.0,3.0,2.0,1.0,NWAmes,200000.0
7.0,12388.0,3716.0,1,2.0,1980.0,9.0,4.0,3.0,1.0,NWAmes,249000.0
7.0,14115.0,2844.0,1,2.0,1980.0,6.0,3.0,3.0,2.0,NWAmes,187500.0
6.0,11088.0,2847.0,1,2.0,1978.0,7.0,3.0,2.0,1.0,NWAmes,184000.0
8.0,9600.0,5048.0,1,2.0,1981.0,9.0,4.0,4.0,1.0,NWAmes,278000.0
7.0,11880.0,2872.0,1,2.0,1978.0,7.0,3.0,2.0,1.0,NWAmes,157000.0
7.0,10400.0,2460.0,0,2.0,1976.0,6.0,3.0,2.0,1.0,NWAmes,152000.0
5.0,10304.0,2648.0,1,2.0,1976.0,9.0,4.0,4.0,1.0,NWAmes,197500.0
7.0,7000.0,2810.0,1,2.0,2003.0,7.0,3.0,4.0,1.0,Somerst,240900.0
8.0,8004.0,2767.0,1,2.0,2009.0,8.0,3.0,4.0,0.0,Somerst,263435.0
8.0,7500.0,2932.0,0,2.0,2000.0,7.0,3.0,3.0,1.0,Somerst,220000.0
8.0,8470.0,2783.0,1,2.0,2002.0,7.0,3.0,3.0,1.0,Somerst,235000.0
5.0,9373.0,3242.0,1,2.0,1975.0,7.0,3.0,3.0,2.0,NWAmes,213000.0
6.0,10140.0,2232.0,1,2.0,1974.0,6.0,3.0,3.0,1.0,NWAmes,167900.0
7.0,11050.0,2369.0,1,2.0,1975.0,5.0,3.0,2.0,1.0,NWAmes,158000.0
6.0,10140.0,2414.0,0,2.0,1974.0,7.0,3.0,2.0,1.0,NWAmes,165000.0
6.0,10448.0,2808.0,0,2.0,1972.0,7.0,3.0,3.0,1.0,NWAmes,158000.0
5.0,8750.0,2004.0,1,2.0,1970.0,5.0,3.0,2.0,0.0,NAmes,148500.0
6.0,7930.0,2052.0,1,2.0,1969.0,5.0,3.0,2.0,0.0,NAmes,156000.0
5.0,7830.0,2360.0,0,2.0,1970.0,6.0,2.0,2.0,0.0,NAmes,128000.0
5.0,8510.0,2093.0,1,1.0,1971.0,6.0,3.0,3.0,0.0,NAmes,143000.0
4.0,7038.0,1728.0,1,2.0,1970.0,5.0,3.0,2.0,0.0,NAmes,76500.0
4.0,6960.0,1728.0,1,2.0,1970.0,5.0,3.0,1.0,0.0,NAmes,120500.0
4.0,8120.0,1728.0,1,2.0,1970.0,5.0,3.0,1.0,0.0,NAmes,124500.0
4.0,10500.0,1728.0,1,2.0,1971.0,4.0,2.0,1.0,0.0,NAmes,97000.0
4.0,9000.0,1728.0,1,2.0,1971.0,5.0,3.0,1.0,0.0,NAmes,130000.0
6.0,1680.0,1470.0,1,1.0,1973.0,5.0,2.0,3.0,0.0,BrDale,111000.0
5.0,2368.0,2130.0,1,2.0,1970.0,7.0,3.0,2.0,0.0,BrDale,125000.0
5.0,1680.0,1932.0,0,1.0,1971.0,6.0,3.0,3.0,0.0,BrDale,112000.0
6.0,1680.0,1470.0,1,1.0,1972.0,5.0,2.0,3.0,0.0,BrDale,97000.0
6.0,1680.0,1470.0,1,1.0,1972.0,5.0,2.0,2.0,0.0,BrDale,118000.0
5.0,1680.0,1932.0,1,1.0,1972.0,6.0,3.0,3.0,0.0,BrDale,119500.0
6.0,4928.0,1916.0,1,2.0,1976.0,5.0,2.0,2.0,0.0,NPkVill,143750.0
6.0,2308.0,2352.0,1,2.0,1976.0,7.0,3.0,3.0,1.0,NPkVill,146000.0
6.0,2280.0,2311.0,1,2.0,1976.0,7.0,3.0,3.0,1.0,NPkVill,148500.0
7.0,2280.0,2112.0,1,2.0,1975.0,4.0,2.0,3.0,1.0,NPkVill,123000.0
6.0,2308.0,2177.0,1,2.0,1974.0,6.0,3.0,4.0,1.0,NPkVill,147000.0
6.0,2349.0,2311.0,1,2.0,1977.0,6.0,3.0,3.0,1.0,NPkVill,137900.0
6.0,2364.0,2352.0,1,2.0,1978.0,7.0,3.0,4.0,1.0,NPkVill,147000.0
6.0,2289.0,2296.0,1,2.0,1978.0,7.0,3.0,3.0,1.0,NPkVill,148500.0
6.0,2364.0,2311.0,1,2.0,1978.0,6.0,3.0,3.0,1.0,NPkVill,138000.0
7.0,2104.0,1672.0,1,1.0,1976.0,5.0,2.0,2.0,0.0,NPkVill,128500.0
5.0,7150.0,1784.0,1,1.0,1967.0,5.0,3.0,1.0,0.0,NAmes,100000.0
5.0,10710.0,1984.0,1,2.0,1966.0,5.0,3.0,2.0,1.0,NAmes,148800.0
10.0,12456.0,3418.0,1,3.0,2006.0,7.0,3.0,3.0,1.0,NridgHt,337500.0
9.0,14257.0,4548.0,1,3.0,2007.0,10.0,4.0,5.0,3.0,NridgHt,462000.0
9.0,13518.0,5066.0,0,3.0,2008.0,11.0,4.0,4.0,2.0,NridgHt,485000.0
10.0,15431.0,5496.0,1,3.0,2008.0,10.0,2.0,3.0,2.0,NridgHt,555000.0
9.0,13173.0,3304.0,1,2.0,2006.0,6.0,2.0,3.0,2.0,NridgHt,325000.0
8.0,14230.0,3166.0,0,3.0,2007.0,7.0,3.0,2.0,1.0,NridgHt,256300.0
8.0,12704.0,4084.0,0,3.0,2008.0,8.0,3.0,3.0,1.0,NridgHt,253293.0
9.0,12350.0,4055.0,1,3.0,2009.0,8.0,3.0,4.0,1.0,NridgHt,398800.0
9.0,11308.0,3288.0,1,3.0,2008.0,10.0,3.0,4.0,1.0,NridgHt,335000.0
9.0,12350.0,4040.0,1,3.0,2008.0,7.0,3.0,3.0,1.0,NridgHt,404000.0
10.0,12220.0,4026.0,1,3.0,2009.0,9.0,3.0,4.0,1.0,NridgHt,402861.0
10.0,13478.0,4018.0,1,3.0,2008.0,10.0,3.0,4.0,1.0,NridgHt,451950.0
10.0,13693.0,5304.0,1,3.0,2007.0,8.0,2.0,5.0,2.0,NridgHt,610000.0
9.0,13891.0,4556.0,0,3.0,2008.0,12.0,4.0,4.0,1.0,NridgHt,582933.0
9.0,11578.0,3472.0,0,3.0,2008.0,7.0,3.0,2.0,1.0,NridgHt,360000.0
8.0,16870.0,3564.0,1,3.0,2004.0,7.0,3.0,3.0,2.0,NridgHt,296000.0
8.0,23303.0,4028.0,1,3.0,2007.0,10.0,5.0,4.0,1.0,NridgHt,409900.0
8.0,11146.0,3426.0,0,3.0,2006.0,7.0,3.0,2.0,1.0,NridgHt,255500.0
9.0,10367.0,3482.0,1,3.0,2008.0,8.0,3.0,3.0,1.0,NridgHt,335000.0
8.0,9591.0,3426.0,1,3.0,2004.0,7.0,3.0,3.0,1.0,NridgHt,274900.0
9.0,10872.0,3035.0,1,3.0,2006.0,6.0,2.0,3.0,1.0,NridgHt,300000.0
9.0,13514.0,3582.0,1,3.0,2008.0,7.0,3.0,3.0,1.0,NridgHt,324000.0
9.0,8834.0,3686.0,1,3.0,2004.0,10.0,4.0,4.0,1.0,NridgHt,350000.0
8.0,11362.0,3672.0,1,3.0,2004.0,7.0,3.0,3.0,1.0,NridgHt,280000.0
7.0,12878.0,3520.0,1,2.0,2003.0,8.0,3.0,3.0,1.0,NridgHt,269500.0
7.0,9541.0,3004.0,0,2.0,2009.0,7.0,3.0,2.0,0.0,NridgHt,233170.0
10.0,13472.0,4784.0,1,3.0,2003.0,8.0,3.0,2.0,1.0,NridgHt,386250.0
9.0,15274.0,4904.0,1,3.0,2003.0,10.0,3.0,4.0,1.0,NridgHt,445000.0
8.0,13262.0,3482.0,0,3.0,2003.0,10.0,4.0,4.0,1.0,NridgHt,290000.0
8.0,9658.0,3204.0,0,3.0,2006.0,6.0,3.0,2.0,1.0,NridgHt,255900.0
6.0,6904.0,2716.0,1,2.0,2005.0,6.0,2.0,2.0,1.0,NridgHt,213000.0
6.0,5381.0,2612.0,1,2.0,2005.0,5.0,1.0,3.0,1.0,NridgHt,196000.0
6.0,5122.0,2612.0,1,2.0,2005.0,5.0,1.0,3.0,1.0,NridgHt,184500.0
7.0,10307.0,2708.0,1,2.0,2007.0,6.0,2.0,3.0,1.0,NridgHt,212500.0
7.0,5001.0,2628.0,1,2.0,2007.0,6.0,2.0,3.0,1.0,NridgHt,230000.0
10.0,14836.0,4984.0,1,3.0,2004.0,8.0,2.0,4.0,1.0,NridgHt,552000.0
8.0,15262.0,4400.0,1,3.0,2003.0,8.0,3.0,4.0,1.0,NridgHt,382500.0
9.0,7390.0,3768.0,1,2.0,2008.0,6.0,2.0,3.0,1.0,NridgHt,320000.0
9.0,6472.0,2907.0,0,2.0,2008.0,6.0,2.0,2.0,1.0,NridgHt,248500.0
8.0,16770.0,3424.0,1,3.0,2002.0,8.0,3.0,3.0,1.0,NridgHt,286500.0
8.0,6240.0,2648.0,1,2.0,2006.0,6.0,2.0,3.0,1.0,NridgHt,254000.0
7.0,3480.0,2810.0,0,2.0,2003.0,6.0,2.0,2.0,1.0,NridgHt,173000.0
7.0,2268.0,2390.0,1,2.0,2003.0,6.0,2.0,2.0,0.0,NridgHt,173000.0
7.0,10928.0,2184.0,0,2.0,2005.0,8.0,3.0,3.0,1.0,Gilbert,184000.0
6.0,8918.0,2235.0,0,2.0,2005.0,7.0,3.0,3.0,1.0,Gilbert,167800.0
6.0,12589.0,2226.0,0,2.0,2005.0,8.0,3.0,3.0,1.0,Gilbert,174000.0
6.0,11911.0,2244.0,0,2.0,2005.0,6.0,3.0,3.0,1.0,Gilbert,174000.0
7.0,3684.0,2928.0,0,3.0,2007.0,7.0,2.0,2.0,1.0,Blmngtn,174000.0
7.0,3635.0,2955.0,1,3.0,2007.0,7.0,1.0,3.0,1.0,Blmngtn,175900.0
7.0,3182.0,2928.0,1,2.0,2005.0,7.0,2.0,2.0,1.0,Blmngtn,192500.0
7.0,3182.0,2850.0,1,2.0,2005.0,7.0,1.0,2.0,1.0,Blmngtn,181000.0
7.0,3182.0,2440.0,1,2.0,2005.0,5.0,2.0,2.0,1.0,Blmngtn,180000.0
7.0,3182.0,2290.0,1,2.0,2005.0,5.0,2.0,2.0,1.0,Blmngtn,160200.0
7.0,7795.0,2148.0,1,2.0,2004.0,6.0,3.0,4.0,1.0,Gilbert,188500.0
6.0,8068.0,3277.0,0,2.0,2002.0,8.0,4.0,3.0,1.0,Gilbert,200000.0
7.0,9434.0,1758.0,0,2.0,2004.0,6.0,3.0,3.0,1.0,Gilbert,170000.0
7.0,7984.0,2498.0,0,2.0,2004.0,7.0,3.0,3.0,1.0,Gilbert,189500.0
8.0,7750.0,1827.0,1,2.0,2002.0,7.0,3.0,4.0,1.0,Gilbert,184100.0
7.0,10125.0,2440.0,0,2.0,2004.0,7.0,3.0,3.0,1.0,Gilbert,195500.0
7.0,8965.0,2271.0,1,2.0,2003.0,8.0,3.0,4.0,1.0,Gilbert,192000.0
7.0,8174.0,2040.0,1,2.0,2003.0,7.0,3.0,4.0,1.0,Gilbert,178000.0
7.0,5063.0,2628.0,1,2.0,2007.0,6.0,2.0,3.0,1.0,NridgHt,207500.0
7.0,8795.0,3208.0,1,2.0,2000.0,8.0,4.0,3.0,1.0,Gilbert,236000.0
8.0,12891.0,2874.0,1,3.0,2002.0,8.0,4.0,4.0,1.0,Gilbert,257500.0
6.0,12224.0,3046.0,1,2.0,2000.0,7.0,3.0,4.0,1.0,Gilbert,244000.0
7.0,9734.0,1758.0,1,2.0,2004.0,7.0,3.0,3.0,0.0,Gilbert,167000.0
6.0,8123.0,2782.0,0,2.0,2000.0,7.0,3.0,3.0,1.0,Gilbert,179000.0
6.0,8433.0,2308.0,1,2.0,2000.0,7.0,3.0,4.0,1.0,Gilbert,190000.0
7.0,7750.0,1814.0,0,2.0,1999.0,7.0,3.0,3.0,1.0,Gilbert,156000.0
7.0,15896.0,3489.0,1,3.0,1999.0,8.0,4.0,4.0,1.0,Gilbert,245000.0
6.0,24682.0,2516.0,0,2.0,1999.0,7.0,3.0,3.0,1.0,Gilbert,181000.0
7.0,8755.0,3052.0,1,2.0,1999.0,8.0,3.0,4.0,1.0,Gilbert,214000.0
7.0,7848.0,1814.0,0,2.0,1999.0,7.0,3.0,3.0,1.0,Gilbert,168000.0
8.0,9430.0,3617.0,1,3.0,1999.0,8.0,3.0,4.0,1.0,NoRidge,337000.0
8.0,15138.0,4256.0,1,3.0,1995.0,9.0,4.0,4.0,1.0,NoRidge,403000.0
8.0,12720.0,4142.0,1,3.0,2000.0,10.0,4.0,4.0,2.0,NoRidge,327000.0
8.0,16545.0,3734.0,1,3.0,1998.0,7.0,3.0,4.0,1.0,NoRidge,340000.0
8.0,12203.0,3837.0,1,3.0,1998.0,8.0,4.0,4.0,1.0,NoRidge,336000.0
7.0,10208.0,3608.0,0,3.0,1996.0,7.0,3.0,3.0,1.0,NoRidge,265000.0
8.0,10750.0,4087.0,1,3.0,1994.0,7.0,3.0,3.0,2.0,NoRidge,315000.0
7.0,9900.0,3993.0,1,3.0,1993.0,9.0,4.0,4.0,1.0,NoRidge,260000.0
7.0,9085.0,3131.0,1,2.0,1995.0,7.0,3.0,4.0,1.0,NoRidge,260000.0
8.0,11692.0,3405.0,1,2.0,1993.0,8.0,3.0,4.0,1.0,NoRidge,263550.0
8.0,46589.0,4077.0,1,3.0,1994.0,8.0,4.0,4.0,1.0,NoRidge,402000.0
7.0,29959.0,2823.0,1,2.0,1994.0,7.0,3.0,3.0,1.0,NoRidge,248000.0
8.0,9612.0,2936.0,0,3.0,2008.0,6.0,3.0,2.0,1.0,Somerst,244600.0
8.0,11194.0,3392.0,0,3.0,2008.0,7.0,3.0,2.0,0.0,Somerst,275000.0
8.0,10206.0,3272.0,0,3.0,2008.0,7.0,3.0,3.0,1.0,Somerst,257500.0
8.0,9262.0,3151.0,0,3.0,2008.0,7.0,3.0,2.0,1.0,Somerst,287090.0
8.0,10130.0,3404.0,1,3.0,2007.0,7.0,3.0,3.0,1.0,Somerst,275500.0
8.0,9139.0,2854.0,1,2.0,2006.0,7.0,3.0,2.0,1.0,Somerst,245000.0
7.0,9675.0,3084.0,1,2.0,2005.0,8.0,3.0,3.0,1.0,Somerst,253000.0
9.0,11128.0,4948.0,1,3.0,2005.0,9.0,2.0,3.0,2.0,Somerst,468000.0
7.0,8640.0,2752.0,1,2.0,2009.0,7.0,3.0,4.0,1.0,Somerst,252678.0
8.0,9000.0,2358.0,0,2.0,2008.0,6.0,3.0,3.0,0.0,Somerst,210000.0
6.0,7862.0,2436.0,1,2.0,2009.0,4.0,2.0,2.0,0.0,Somerst,208300.0
7.0,7993.0,2872.0,0,2.0,2008.0,6.0,3.0,2.0,0.0,Somerst,225000.0
8.0,8640.0,2614.0,1,2.0,2009.0,6.0,3.0,3.0,0.0,Somerst,229456.0
7.0,8640.0,2804.0,0,2.0,2008.0,7.0,3.0,2.0,0.0,Somerst,229800.0
9.0,12606.0,3060.0,0,3.0,2007.0,7.0,3.0,2.0,1.0,Somerst,250000.0
9.0,9187.0,3532.0,1,3.0,2009.0,7.0,2.0,4.0,1.0,Somerst,370878.0
8.0,7500.0,2820.0,1,2.0,2006.0,6.0,2.0,2.0,1.0,Somerst,238500.0
10.0,11003.0,3024.0,1,3.0,2008.0,10.0,3.0,4.0,1.0,Somerst,310000.0
8.0,10603.0,2695.0,1,3.0,2006.0,8.0,3.0,4.0,1.0,Somerst,270000.0
8.0,10574.0,3035.0,0,3.0,2005.0,9.0,3.0,3.0,1.0,Somerst,252000.0
7.0,8125.0,2642.0,1,2.0,2006.0,7.0,2.0,3.0,0.0,Somerst,241000.0
8.0,8125.0,3672.0,0,2.0,2008.0,8.0,3.0,2.0,1.0,Somerst,264500.0
7.0,10625.0,3314.0,1,3.0,2006.0,8.0,3.0,3.0,1.0,Somerst,291000.0
7.0,9375.0,3006.0,0,2.0,2003.0,8.0,4.0,3.0,1.0,Somerst,263000.0
7.0,7500.0,2442.0,1,2.0,2004.0,6.0,2.0,3.0,0.0,Somerst,185000.0
7.0,8736.0,3106.0,1,2.0,2003.0,6.0,3.0,3.0,0.0,Somerst,234500.0
7.0,8127.0,2465.0,1,2.0,2003.0,6.0,3.0,4.0,0.0,Somerst,209000.0
7.0,9605.0,2436.0,0,2.0,2007.0,6.0,3.0,2.0,0.0,SawyerW,159000.0
7.0,7500.0,2282.0,1,2.0,2006.0,6.0,3.0,3.0,0.0,SawyerW,152000.0
7.0,10628.0,2647.0,0,2.0,2004.0,8.0,3.0,3.0,0.0,SawyerW,193000.0
8.0,10141.0,3024.0,1,3.0,2004.0,6.0,3.0,2.0,0.0,SawyerW,203000.0
7.0,10083.0,2376.0,1,2.0,2003.0,5.0,2.0,3.0,0.0,SawyerW,184900.0
7.0,13072.0,2228.0,0,2.0,2004.0,6.0,3.0,2.0,0.0,SawyerW,159000.0
5.0,12450.0,2228.0,1,2.0,2003.0,6.0,3.0,3.0,0.0,SawyerW,153000.0
7.0,7328.0,2900.0,0,3.0,2008.0,6.0,2.0,2.0,0.0,SawyerW,224243.0
7.0,11492.0,3035.0,1,2.0,1996.0,8.0,4.0,4.0,1.0,SawyerW,220000.0
8.0,10994.0,3688.0,1,2.0,2005.0,7.0,2.0,3.0,1.0,SawyerW,257000.0
7.0,8529.0,2888.0,1,2.0,2001.0,6.0,3.0,2.0,1.0,SawyerW,189000.0
6.0,7703.0,2546.0,1,2.0,1992.0,6.0,3.0,3.0,0.0,SawyerW,171500.0
6.0,10762.0,1843.0,0,1.0,1980.0,6.0,3.0,2.0,1.0,SawyerW,120000.0
6.0,7175.0,2664.0,0,2.0,1990.0,5.0,2.0,2.0,0.0,SawyerW,145000.0
7.0,9109.0,2294.0,1,2.0,1994.0,6.0,3.0,4.0,0.0,SawyerW,184000.0
6.0,10274.0,2076.0,1,2.0,1986.0,6.0,3.0,3.0,0.0,SawyerW,162000.0
4.0,8400.0,1562.0,0,1.0,1950.0,4.0,2.0,1.0,0.0,SawyerW,82000.0
6.0,9000.0,1568.0,0,2.0,1928.0,5.0,2.0,1.0,0.0,SawyerW,76000.0
5.0,9750.0,1960.0,1,2.0,1962.0,5.0,3.0,2.0,0.0,Sawyer,110000.0
5.0,7064.0,1960.0,1,2.0,1977.0,6.0,3.0,1.0,0.0,Sawyer,135000.0
5.0,8499.0,1728.0,1,2.0,1961.0,5.0,3.0,2.0,0.0,Sawyer,141000.0
5.0,9079.0,1728.0,1,1.0,1961.0,5.0,2.0,1.0,0.0,Sawyer,122000.0
5.0,9316.0,2044.0,1,1.0,1965.0,5.0,3.0,2.0,0.0,Sawyer,124100.0
5.0,7791.0,1824.0,1,1.0,1963.0,6.0,3.0,2.0,0.0,Sawyer,129000.0
5.0,10000.0,2008.0,1,1.0,1961.0,6.0,3.0,2.0,1.0,Sawyer,131400.0
5.0,8281.0,1728.0,1,1.0,1965.0,5.0,3.0,1.0,1.0,Sawyer,62383.0
5.0,7150.0,1824.0,1,1.0,1962.0,6.0,3.0,2.0,0.0,Sawyer,123000.0
8.0,15676.0,4028.0,1,3.0,1980.0,6.0,2.0,3.0,2.0,Veenker,275000.0
7.0,11949.0,2730.0,1,2.0,1991.0,7.0,3.0,4.0,1.0,NoRidge,235000.0
7.0,2880.0,4381.0,0,3.0,2004.0,9.0,3.0,3.0,1.0,Somerst,280750.0
6.0,3951.0,1836.0,0,2.0,2009.0,4.0,2.0,3.0,0.0,Somerst,164500.0
6.0,3000.0,1836.0,1,2.0,2009.0,4.0,2.0,3.0,0.0,Somerst,173733.0
6.0,3830.0,3452.0,0,2.0,2008.0,6.0,2.0,3.0,1.0,Somerst,222000.0
